transaction_id,expense_date,employee_id,employee_name,department,vendor,expense_category,amount,branch_location,original_fraud,is_anomaly,anomaly_type,risk_score,Unnamed: 0
TXN00315,2019-03-31 19:15:42,EMP0894,Joe Howard,Genel,Gerhold Llc,Ekipman & Donanım,88.51,"Shippingport, PA",0,False,,0.0,172559
TXN00316,2019-06-01 00:46:45,EMP0292,Alan Colon,Eğitim,Hintz-Bruen,Ofis Malzemesi,42.09,"Riverton, WY",0,False,,0.0,314033
TXN00317,2019-12-12 11:26:56,EMP0651,Jennifer Spencer,Yönetim,Erdman-Kertzmann,Ulaşım,129.79,"Amanda, OH",0,False,,0.0,835542
TXN00318,2019-09-26 01:56:13,EMP0355,Linda Hurst,Tasarım & Kreatif,Heaney-Marquardt,Etkinlik & Organizasyon,7.14,"Wilton, ND",0,False,,0.0,632032
TXN00319,2019-09-10 14:55:50,EMP0209,Michael Olson,Genel,Yost-Rogahn,Diğer,127.62,"Luray, MO",0,False,,0.0,597734
TXN00320,2020-01-08 14:24:24,EMP0090,Patrick Torres,Danışmanlık,Kozey-Mcdermott,Seyahat,3.0,"Oxford, MI",0,False,,0.0,937505
TXN00321,2019-11-04 15:23:29,EMP0324,Jason Mcmahon,Bilgi Teknolojileri,"Streich, Rolfson And Wilderman",Diğer,108.85,"Springfield, VA",0,False,,0.0,722917
TXN00322,2019-01-06 15:32:00,EMP0153,Connor Grant,Yönetim,Mayert Group,Ofis Malzemesi,1.76,"Northport, NY",0,False,,0.0,8802
TXN00323,2020-06-08 06:05:55,EMP0331,Thomas Gibson,Operasyon & Lojistik,"Lehner, Mosciski And King",Diğer,2.19,"Grand Bay, AL",0,False,,0.0,1259597
TXN00324,2019-08-31 04:39:38,EMP0428,Patrick Vaughan,Ar-Ge,Schmidt And Sons,Yazılım & Lisans,668.15,"Parsonsfield, ME",0,False,,0.0,571088
TXN00325,2019-01-23 17:33:05,EMP0114,Karen Gordon,Genel,Fritsch Llc,Seyahat,3.03,"Utica, MO",0,False,,0.0,39110
TXN00326,2020-06-06 11:43:53,EMP0745,Omar Gay,Bilgi Teknolojileri,Keeling-Crist,Diğer,25.92,"West Hartford, VT",0,False,,0.0,1254103
TXN00327,2019-03-31 21:17:20,EMP0178,Sarah Foster,Yönetim,Streich Ltd,Ekipman & Donanım,3.6,"Ford, VA",0,False,,0.0,172876
TXN00328,2019-02-08 22:21:40,EMP0853,Bryan Torres,Yönetim,Windler Llc,Diğer,51.76,"Detroit, MI",0,False,,0.0,65976
TXN00329,2019-02-01 12:58:38,EMP0072,Robert Martinez,Eğitim,Weimann-Lockman,Diğer,7.47,"Pueblo, CO",0,False,,0.0,53185
TXN00330,2020-02-23 03:09:53,EMP0044,Susan Washington,Genel,Rodriguez Group,Ulaşım,57.53,"May, TX",0,False,,0.0,1015138
TXN00331,2019-08-26 05:53:36,EMP0494,Shelby Mitchell,Ar-Ge,Thiel Plc,Diğer,7.52,"Brandon, VT",1,False,,0.0,558832
TXN00332,2019-10-22 20:41:31,EMP0610,Sara Ramirez,Genel,Bernier And Sons,Diğer,45.58,"Birmingham, IA",0,False,,0.0,693509
TXN00333,2020-01-29 15:04:32,EMP0413,Shannon Williams,Yönetim,Ankunding-Carroll,Seyahat,2.45,"Alpharetta, GA",0,False,,0.0,973701
TXN00334,2019-01-22 23:18:08,EMP0320,Joanna Hudson,Danışmanlık,Brown Inc,Diğer,16.1,"Sebring, FL",1,False,,0.0,38263
TXN00335,2020-04-17 11:57:00,EMP0185,John Nichols,Genel,Marks Inc,Ulaşım,49.25,"Dalton, WI",0,False,,0.0,1133697
TXN00336,2019-02-14 11:03:01,EMP0648,Stephen Marshall,Sağlık,"Jenkins, Hauck And Friesen",Ulaşım,100.72,"Monmouth Beach, NJ",0,False,,0.0,75926
TXN00337,2019-02-13 11:59:13,EMP0878,William Fitzgerald,Yönetim,Schamberger-O'Keefe,Ofis Malzemesi,71.82,"Keller, TX",0,False,,0.0,74729
TXN00338,2019-06-02 16:39:27,EMP0823,Ann Lawson,Genel,Powlowski-Weimann,Temsil & Ağırlama,135.19,"Burbank, WA",0,False,,0.0,319767
TXN00339,2019-04-13 23:49:25,EMP0811,Ashley Whitney,Bilgi Teknolojileri,"Schroeder, Wolff And Hermiston",Seyahat,3.81,"Jones, AL",0,False,,0.0,201903
TXN00340,2019-03-08 09:31:27,EMP0635,Sydney Montoya,Genel,Kutch And Sons,Ofis Malzemesi,286.7,"Fairhope, AL",1,False,,0.0,118761
TXN00341,2019-11-25 15:16:06,EMP0557,Robert Ashley,İnsan Kaynakları,Kihn-Schuster,Temsil & Ağırlama,49.76,"Port Costa, CA",0,False,,0.0,770181
TXN00342,2019-03-30 11:31:06,EMP0438,Jenna Brooks,Bilgi Teknolojileri,"Huel, Hammes And Witting",Ofis Malzemesi,195.81,"Baton Rouge, LA",0,False,,0.0,168469
TXN00343,2019-03-19 05:57:42,EMP0267,Joanne Padilla,Bilgi Teknolojileri,"Heller, Gutmann And Zieme",Ofis Malzemesi,110.79,"Gardiner, OR",0,False,,0.0,145014
TXN00344,2019-10-12 17:54:09,EMP0734,Derek Jones,Genel,Torp-Lemke,Diğer,8.38,"Diamond, OH",1,False,,0.0,669357
TXN00345,2019-03-05 23:42:56,EMP0843,Jasmine Foster,Bilgi Teknolojileri,"Hahn, Bahringer And Mclaughlin",Diğer,61.9,"Phil Campbell, AL",0,False,,0.0,114630
TXN00346,2020-05-07 15:17:02,EMP0538,Angela Edwards,Eğitim,Fadel Inc,Sağlık & Spor,40.51,"Lithopolis, OH",0,False,,0.0,1179526
TXN00347,2020-02-12 00:54:30,EMP0043,Bryan Miller,Tasarım & Kreatif,Kassulke Plc,Yazılım & Lisans,5.22,"Cass, WV",0,False,,0.0,996844
TXN00348,2019-09-12 01:46:55,EMP0616,Ashley Lopez,Eğitim,Miller-Hauck,Ofis Malzemesi,327.84,"Bellmore, NY",1,False,,0.0,600147
TXN00349,2019-10-07 06:12:09,EMP0436,Jennifer Banks,Genel,Stracke-Lemke,Ofis Malzemesi,174.89,"Moravian Falls, NC",0,False,,0.0,658098
TXN00350,2019-06-28 04:12:56,EMP0311,Rebecca Obrien,Yönetim,Cole Plc,Ofis Malzemesi,253.88,"Juliette, GA",0,False,,0.0,390672
TXN00351,2019-03-22 16:40:07,EMP0158,Stephanie Middleton,Genel,Gleason And Sons,Diğer,28.76,"Morrisdale, PA",0,False,,0.0,150875
TXN00352,2019-08-31 20:58:06,EMP0325,Carol Dillon,Yönetim,"Cremin, Hamill And Reichel",Diğer,72.38,"Whaleyville, MD",0,False,,0.0,573397
TXN00353,2019-02-17 19:51:11,EMP0920,Stacy Villegas,Bilgi Teknolojileri,"Roob, Conn And Tremblay",Ofis Malzemesi,5.25,"Colorado Springs, CO",0,False,,0.0,81100
TXN00354,2019-12-19 07:39:08,EMP0124,Melissa Krause,Bilgi Teknolojileri,Parisian And Sons,Ulaşım,52.62,"Fordoche, LA",0,False,,0.0,866575
TXN00355,2019-07-21 11:38:17,EMP0743,Meredith Campbell,Ar-Ge,"Raynor, Reinger And Hagenes",Ulaşım,47.31,"Hedrick, IA",0,False,,0.0,456510
TXN00356,2020-01-06 18:03:26,EMP0049,Destiny Lowe,Yönetim,Hamill-D'Amore,Sağlık & Spor,24.04,"Hannawa Falls, NY",0,False,,0.0,935075
TXN00357,2019-09-01 12:32:49,EMP0471,Antonio Koch,Yönetim,"Parisian, Schiller And Altenwerth",Diğer,290.72,"Moab, UT",0,False,,0.0,575719
TXN00358,2020-06-08 16:11:12,EMP0356,David Lewis,Genel,Ullrich Ltd,Diğer,52.5,"Arlington, VA",0,False,,0.0,1261287
TXN00359,2019-11-21 14:16:07,EMP0919,Nathan Mendoza,Yönetim,Schoen Ltd,Diğer,44.53,"Espanola, NM",0,False,,0.0,759897
TXN00360,2019-04-05 17:39:09,EMP0730,Lauren Anderson,Bilgi Teknolojileri,"Schmeler, Bashirian And Price",Yazılım & Lisans,120.7,"Heart Butte, MT",0,False,,0.0,182694
TXN00361,2020-01-19 20:28:25,EMP0362,Tyler Garcia,Sağlık,Barton Llc,Diğer,50.83,"Doe Hill, VA",0,False,,0.0,957190
TXN00362,2019-11-06 23:00:08,EMP0590,Deborah Fisher,Genel,Daugherty Llc,Diğer,16.5,"Kirtland Afb, NM",0,False,,0.0,727324
TXN00363,2019-02-15 15:41:36,EMP0685,Felicia Mckee,Genel,"Konopelski, Schneider And Hartmann",Temsil & Ağırlama,1.18,"Tomales, CA",0,False,,0.0,77475
TXN00364,2019-12-22 17:14:28,EMP0241,Mackenzie Salazar,Bilgi Teknolojileri,Abshire Plc,Etkinlik & Organizasyon,17.46,"Bagley, WI",0,False,,0.0,882456
TXN00365,2019-06-26 04:40:44,EMP0160,Brianna Foley,Tasarım & Kreatif,"Tillman, Dickinson And Labadie",Ulaşım,77.62,"Knoxville, TN",0,False,,0.0,386341
TXN00366,2019-04-19 14:53:40,EMP0097,Maureen Garza,Genel,Goyette-Gerhold,Diğer,18.68,"Saint Louis, MO",0,False,,0.0,214056
TXN00367,2019-05-10 04:55:51,EMP0383,Christopher Matthews,Finans & Muhasebe,"Mosciski, Gislason And Mertz",Ofis Malzemesi,105.57,"Etlan, VA",0,False,,0.0,260905
TXN00368,2019-07-12 12:14:30,EMP0035,William Thomas,Genel,Spencer Plc,Etkinlik & Organizasyon,80.03,"Lahoma, OK",0,False,,0.0,430813
TXN00369,2019-04-01 20:18:54,EMP0557,Robert Ashley,İnsan Kaynakları,Zboncak Llc,Temsil & Ağırlama,32.33,"Port Costa, CA",0,False,,0.0,175847
TXN00370,2019-06-10 15:42:09,EMP0359,Shannon Bell,Yönetim,"Roberts, Ryan And Smith",Diğer,86.74,"Georgetown, MN",0,False,,0.0,343113
TXN00371,2019-06-22 13:48:41,EMP0899,Dawn Stephens,Genel,Abernathy And Sons,Temsil & Ağırlama,11.64,"Oran, IA",0,False,,0.0,374826
TXN00372,2019-09-28 22:05:54,EMP0110,Jerry Kelly,Bilgi Teknolojileri,"Windler, Goodwin And Kovacek",Ekipman & Donanım,2.03,"Fairview, NJ",0,False,,0.0,638062
TXN00373,2019-09-13 12:08:41,EMP0096,Misty Rivera,Bilgi Teknolojileri,Kihn-Fritsch,Temsil & Ağırlama,18.02,"Catawba, VA",0,False,,0.0,602566
TXN00374,2019-10-18 20:12:56,EMP0421,Judy Hogan,Satış & Pazarlama,Windler Llc,Diğer,37.03,"Brooklyn, NY",0,False,,0.0,682979
TXN00375,2019-07-28 00:19:26,EMP0460,James Cooper,Operasyon & Lojistik,"Eichmann, Bogan And Rodriguez",Ulaşım,71.06,"Huntsville, AL",0,False,,0.0,474747
TXN00376,2019-11-12 19:57:49,EMP0310,Bryan Pugh,Bilgi Teknolojileri,"Pouros, Walker And Spencer",Diğer,42.29,"Margaretville, NY",0,False,,0.0,741162
TXN00377,2019-10-23 09:11:09,EMP0685,Felicia Mckee,Genel,Kuhn Llc,Ofis Malzemesi,1.54,"Tomales, CA",0,False,,0.0,694289
TXN00378,2019-04-27 10:48:34,EMP0460,James Cooper,Operasyon & Lojistik,Cummings Group,Ofis Malzemesi,56.04,"Huntsville, AL",0,False,,0.0,231869
TXN00379,2019-01-11 18:44:42,EMP0543,Matthew Huerta,Bilgi Teknolojileri,Fritsch Llc,Seyahat,511.87,"Ringwood, IL",0,False,,0.0,17885
TXN00380,2019-04-06 08:34:47,EMP0251,Michael Flores,Genel,Vonrueden Group,Ofis Malzemesi,53.88,"Saxon, WI",0,False,,0.0,184061
TXN00381,2019-11-20 00:44:40,EMP0141,Michael Johnson,Genel,"Lockman, West And Runte",Ofis Malzemesi,55.76,"Norwalk, CA",0,False,,0.0,757356
TXN00382,2020-04-06 05:46:21,EMP0805,Jacqueline Marsh,Bilgi Teknolojileri,Heller-Langosh,Ulaşım,57.15,"Dunlevy, PA",0,False,,0.0,1108024
TXN00383,2020-04-12 19:44:49,EMP0511,Steven Yoder,Yönetim,Kris-Padberg,Ofis Malzemesi,130.43,"Summerfield, TX",0,False,,0.0,1122773
TXN00384,2019-03-09 05:27:44,EMP0348,Kristen Hanson,Bilgi Teknolojileri,Vonrueden Group,Ofis Malzemesi,38.02,"Goodrich, MI",0,False,,0.0,120519
TXN00385,2019-04-12 05:50:48,EMP0284,Tara Campbell,Sağlık,Strosin-Cruickshank,Ofis Malzemesi,208.4,"Rock Springs, WY",0,False,,0.0,197662
TXN00386,2019-12-26 23:07:24,EMP0352,Sarah Bishop,Sağlık,Ziemann-Waters,Sağlık & Spor,33.22,"Meridian, TX",0,False,,0.0,900198
TXN00387,2019-03-30 13:04:06,EMP0028,Louis Fisher,Genel,Wuckert-Goldner,Ekipman & Donanım,78.35,"Fort Washakie, WY",0,False,,0.0,168666
TXN00388,2019-04-22 16:04:28,EMP0455,Michael Orozco,Genel,Little Ltd,Diğer,51.53,"Alder, MT",0,False,,0.0,222723
TXN00389,2020-06-21 11:11:31,EMP0438,Jenna Brooks,Bilgi Teknolojileri,"Kovacek, Dibbert And Ondricka",Ofis Malzemesi,166.65,"Baton Rouge, LA",0,False,,0.0,1296552
TXN00390,2019-06-23 04:55:23,EMP0827,Erin Chavez,Bilgi Teknolojileri,Dickinson Ltd,Diğer,48.52,"Littleton, CO",0,False,,0.0,377116
TXN00391,2019-01-18 17:20:22,EMP0076,Vicki Mendoza,Yönetim,Johnston-Casper,Seyahat,7.74,"Esbon, KS",0,False,,0.0,29848
TXN00392,2019-07-09 07:44:11,EMP0533,Sharon Johnson,Bilgi Teknolojileri,Lebsack And Sons,Diğer,1.99,"Conway, WA",0,False,,0.0,424052
TXN00393,2019-01-30 09:41:33,EMP0929,Steven Brooks,İnsan Kaynakları,"Eichmann, Bogan And Rodriguez",Ulaşım,57.5,"Manley, NE",0,False,,0.0,50530
TXN00394,2020-03-22 07:51:59,EMP0671,John Nichols,Bilgi Teknolojileri,"Langworth, Boehm And Gulgowski",Yazılım & Lisans,106.69,"Bryant, WI",0,False,,0.0,1073512
TXN00395,2020-01-08 00:09:43,EMP0821,Victoria Fleming,Eğitim,Vandervort-Funk,Ofis Malzemesi,311.47,"Stanchfield, MN",1,False,,0.0,936887
TXN00396,2020-06-16 21:48:20,EMP0702,Pamela Lewis,Genel,"Nitzsche, Kessler And Wolff",Ofis Malzemesi,6.16,"Clifton, SC",0,False,,0.0,1286308
TXN00397,2019-06-15 16:07:10,EMP0349,Lori Ramirez,Tasarım & Kreatif,Skiles Llc,Ekipman & Donanım,65.43,"Ranier, MN",0,False,,0.0,355449
TXN00398,2020-03-17 19:44:11,EMP0702,Pamela Lewis,Genel,Bogisich-Homenick,Diğer,7.93,"Clifton, SC",0,False,,0.0,1065198
TXN00399,2020-06-17 18:02:42,EMP0814,Robert Long,Ar-Ge,Bauch-Blanda,Etkinlik & Organizasyon,64.6,"Lonetree, WY",0,False,,0.0,1287928
TXN00400,2019-09-09 04:42:04,EMP0426,Benjamin Harris,Sağlık,Bradtke Plc,Ofis Malzemesi,44.58,"Chester, MD",0,False,,0.0,594400
TXN00401,2019-10-03 06:14:06,EMP0115,Melody Thompson,Bilgi Teknolojileri,"Raynor, Feest And Miller",Ulaşım,41.09,"Mound City, MO",0,False,,0.0,648243
TXN00402,2020-04-10 19:09:07,EMP0814,Robert Long,Ar-Ge,Kihn-Fritsch,Temsil & Ağırlama,64.99,"Lonetree, WY",0,False,,0.0,1118414
TXN00403,2019-08-08 09:04:31,EMP0230,Teresa Clark,Tasarım & Kreatif,Terry-Huel,Yazılım & Lisans,1.85,"Noonan, ND",0,False,,0.0,507226
TXN00404,2019-01-31 16:34:23,EMP0389,Susan Hernandez,Genel,Runte-Mohr,Temsil & Ağırlama,9.92,"Moro, IL",0,False,,0.0,52051
TXN00405,2019-04-24 20:25:26,EMP0533,Sharon Johnson,Bilgi Teknolojileri,"Wuckert, Wintheiser And Friesen",Ekipman & Donanım,21.24,"Conway, WA",0,False,,0.0,226887
TXN00406,2019-07-28 22:59:33,EMP0886,Adam Riddle,Bilgi Teknolojileri,"Mueller, Gerhold And Mueller",Sağlık & Spor,75.25,"Mount Saint Joseph, OH",0,False,,0.0,478565
TXN00407,2019-12-29 11:37:42,EMP0249,Christine Shaffer,Eğitim,Cummerata-Jones,Ulaşım,76.15,"Loami, IL",0,False,,0.0,911953
TXN00408,2020-06-07 00:38:58,EMP0246,Erica Walker,Bilgi Teknolojileri,Rempel Inc,Yazılım & Lisans,19.39,"Stayton, OR",0,False,,0.0,1255582
TXN00409,2019-02-20 18:02:37,EMP0291,Diane Jackson,Sağlık,Yost-Rogahn,Diğer,33.4,"Rule, TX",0,False,,0.0,87010
TXN00410,2019-07-08 18:35:31,EMP0400,Jennifer Scott,Bilgi Teknolojileri,Emmerich-Rau,Diğer,7.4,"Randolph, OH",0,False,,0.0,422520
TXN00411,2019-03-17 14:06:52,EMP0422,Laura Walker,Bilgi Teknolojileri,"Wuckert, Wintheiser And Friesen",Ekipman & Donanım,17.22,"Cisco, IL",0,False,,0.0,140087
TXN00412,2019-12-19 13:55:29,EMP0323,Justin Fowler,Finans & Muhasebe,Connelly Plc,Temsil & Ağırlama,2.35,"Coffeeville, MS",0,False,,0.0,867479
TXN00413,2019-10-28 23:11:12,EMP0670,Christopher Rodgers,Bilgi Teknolojileri,Mosciski Group,Seyahat,475.38,"Fenelton, PA",0,False,,0.0,708186
TXN00414,2020-02-27 15:02:14,EMP0844,Nathan Stewart,Bilgi Teknolojileri,Kertzmann Llc,Sağlık & Spor,25.27,"West Long Branch, NJ",0,False,,0.0,1022767
TXN00415,2019-12-22 10:54:20,EMP0656,Gary Hall,Genel,"Greenholt, Jacobi And Gleason",Ulaşım,40.15,"Allentown, NY",0,False,,0.0,880526
TXN00416,2019-05-11 09:31:14,EMP0470,Dorothy Thomas,Bilgi Teknolojileri,Huels-Nolan,Ulaşım,35.54,"Milford, OH",0,False,,0.0,263350
TXN00417,2019-12-28 19:09:54,EMP0585,Tyler Small,Bilgi Teknolojileri,"Schroeder, Hauck And Treutel",Etkinlik & Organizasyon,80.57,"Boyd, WI",0,False,,0.0,908211
TXN00418,2019-11-17 16:16:08,EMP0315,Gloria Wallace,Genel,"Crist, Jakubowski And Littel",Ekipman & Donanım,33.6,"Center Tuftonboro, NH",0,False,,0.0,751393
TXN00419,2019-07-05 13:58:16,EMP0276,Christopher Luna,Bilgi Teknolojileri,"Quitzon, Green And Bashirian",Ofis Malzemesi,6.9,"Laredo, TX",0,False,,0.0,411129
TXN00420,2020-05-08 05:02:22,EMP0240,Becky Mckinney,Genel,Bailey-Morar,Ofis Malzemesi,188.69,"Mobile, AL",0,False,,0.0,1180556
TXN00421,2020-01-25 12:47:02,EMP0108,Joseph Nixon,Genel,Champlin-Casper,Ekipman & Donanım,17.89,"Tyaskin, MD",0,False,,0.0,965998
TXN00422,2019-01-21 14:36:37,EMP0256,Karen Ryan,Eğitim,Ankunding Llc,Yazılım & Lisans,217.55,"Joliet, IL",0,False,,0.0,34887
TXN00423,2020-04-11 01:13:47,EMP0530,Sara Harris,Genel,Christiansen-Gusikowski,Diğer,10.06,"Tupper Lake, NY",0,False,,0.0,1118950
TXN00424,2019-10-23 15:40:51,EMP0567,John Stevens,Yönetim,"Konopelski, Schneider And Hartmann",Temsil & Ağırlama,9.11,"Hudson, NY",0,False,,0.0,694769
TXN00425,2019-09-01 23:07:00,EMP0294,Kayla Sutton,Sağlık,Little Ltd,Diğer,59.93,"Carlotta, CA",0,False,,0.0,577910
TXN00426,2019-04-07 00:03:27,EMP0092,Judith Moss,Yönetim,"Reichert, Huels And Hoppe",Yazılım & Lisans,504.9,"Washington Court House, OH",0,False,,0.0,186021
TXN00427,2020-03-01 18:50:33,EMP0817,Heather Roberts,Finans & Muhasebe,Deckow-Dare,Temsil & Ağırlama,140.3,"Bethel Springs, TN",0,False,,0.0,1026835
TXN00428,2020-04-07 01:58:55,EMP0463,Sarah Adams,Bilgi Teknolojileri,Rau And Sons,Ofis Malzemesi,72.29,"Ridgeland, MS",0,False,,0.0,1110889
TXN00429,2019-10-28 19:15:09,EMP0819,Jennifer Gonzalez,Eğitim,Berge-Ullrich,Ekipman & Donanım,2.33,"Jelm, WY",0,False,,0.0,707570
TXN00430,2019-06-20 16:06:52,EMP0585,Tyler Small,Bilgi Teknolojileri,Kozey-Kuhlman,Diğer,77.07,"Boyd, WI",0,False,,0.0,369878
TXN00431,2020-01-06 11:43:32,EMP0530,Sara Harris,Genel,Hermann-Gaylord,Diğer,81.71,"Tupper Lake, NY",0,False,,0.0,934280
TXN00432,2020-05-22 12:18:52,EMP0421,Judy Hogan,Satış & Pazarlama,"Lakin, Ferry And Beatty",Temsil & Ağırlama,82.79,"Brooklyn, NY",0,False,,0.0,1212716
TXN00433,2020-03-29 17:53:11,EMP0628,Christina Eaton,Bilgi Teknolojileri,O'Keefe-Wisoky,Temsil & Ağırlama,7.07,"Eldridge, AL",0,False,,0.0,1090586
TXN00434,2020-04-06 02:01:02,EMP0443,Joseph Murray,Genel,"Schoen, Kuphal And Nitzsche",Ofis Malzemesi,94.39,"Manderson, SD",0,False,,0.0,1107613
TXN00435,2019-03-30 04:15:59,EMP0349,Lori Ramirez,Tasarım & Kreatif,Heller-Abshire,Ofis Malzemesi,95.18,"Ranier, MN",0,False,,0.0,167852
TXN00436,2019-11-03 07:38:56,EMP0811,Ashley Whitney,Bilgi Teknolojileri,Torp-Labadie,Ulaşım,109.58,"Jones, AL",0,False,,0.0,718737
TXN00437,2019-09-11 17:01:20,EMP0606,Laura Casey,Genel,"Hintz, Bauch And Smith",Sağlık & Spor,15.32,"Steuben, ME",0,False,,0.0,599441
TXN00438,2019-03-12 01:50:42,EMP0271,Larry Vaughan,Bilgi Teknolojileri,"Cormier, Stracke And Thiel",Etkinlik & Organizasyon,5.11,"Kingsville, MD",0,False,,0.0,129136
TXN00439,2019-03-18 10:36:40,EMP0151,William Jenkins,Bilgi Teknolojileri,"Little, Gutmann And Lynch",Yazılım & Lisans,95.58,"Harper, TX",0,False,,0.0,142719
TXN00440,2020-02-09 21:22:17,EMP0850,Gina Grimes,Yönetim,Collier Llc,Ekipman & Donanım,230.27,"Clarks Mills, PA",0,False,,0.0,993003
TXN00441,2019-05-25 11:42:51,EMP0696,Margaret Williams,Bilgi Teknolojileri,Hermann And Sons,Ofis Malzemesi,8.25,"Surrency, GA",0,False,,0.0,295626
TXN00442,2019-12-15 05:03:44,EMP0300,Zachary Allen,Satış & Pazarlama,Bartoletti-Wunsch,Ulaşım,36.55,"Ollie, IA",0,False,,0.0,847905
TXN00443,2019-09-27 16:01:50,EMP0865,Melissa Meza,Genel,Terry Ltd,Ekipman & Donanım,86.57,"Loxahatchee, FL",0,False,,0.0,634913
TXN00444,2019-01-17 12:02:08,EMP0161,Amanda Williams,Bilgi Teknolojileri,Watsica Llc,Diğer,34.1,"Independence, MO",0,False,,0.0,28174
TXN00445,2019-12-11 12:49:14,EMP0435,Alan Howard,Yönetim,Bode-Schuster,Diğer,35.58,"Detroit, MI",0,False,,0.0,832251
TXN00446,2020-03-19 17:56:12,EMP0807,Maria Roy,Genel,Roberts-Beahan,Diğer,4.07,"Sheffield, MA",0,False,,0.0,1068577
TXN00447,2019-07-15 20:02:52,EMP0747,Elizabeth Maxwell,Yönetim,Kirlin And Sons,Diğer,23.69,"Burlington, WA",0,False,,0.0,442430
TXN00448,2019-02-10 21:28:48,EMP0925,Julia Bell,Bilgi Teknolojileri,Little Ltd,Diğer,47.9,"West Sayville, NY",0,False,,0.0,69296
TXN00449,2019-12-08 22:05:51,EMP0628,Christina Eaton,Bilgi Teknolojileri,Bode-Schuster,Diğer,60.77,"Eldridge, AL",0,False,,0.0,821002
TXN00450,2019-07-30 03:46:55,EMP0854,John Myers,Bilgi Teknolojileri,Barton Inc,Ofis Malzemesi,98.62,"Highland, IN",0,False,,0.0,482777
TXN00451,2020-04-05 01:02:38,EMP0719,Tara Richards,Bilgi Teknolojileri,"Goyette, Howell And Collier",Ofis Malzemesi,7.96,"Keisterville, PA",0,False,,0.0,1104731
TXN00452,2019-09-23 04:37:39,EMP0227,Candice Brown,Genel,Miller-Hauck,Ofis Malzemesi,62.15,"O Brien, TX",0,False,,0.0,626152
TXN00453,2020-05-19 07:57:20,EMP0542,Olivia Stephenson,Yönetim,Koepp-Witting,Ofis Malzemesi,184.11,"Lowville, NY",0,False,,0.0,1206620
TXN00454,2019-12-23 13:08:37,EMP0876,Debra Stark,Bilgi Teknolojileri,Jast Ltd,Yazılım & Lisans,9.66,"Kilgore, TX",0,False,,0.0,887290
TXN00455,2019-12-15 21:15:34,EMP0154,Allison Ayala,Genel,Kessler Group,Seyahat,8.32,"Fort Myers, FL",0,False,,0.0,852342
TXN00456,2020-01-05 14:41:13,EMP0264,Sharon Smith,Bilgi Teknolojileri,Weimann-Lockman,Diğer,150.62,"Sun City, CA",0,False,,0.0,932200
TXN00457,2019-05-01 14:27:50,EMP0396,Jamie Robinson,Sağlık,Kub Plc,Diğer,21.57,"Sturgis, MS",0,False,,0.0,242269
TXN00458,2020-05-16 16:15:48,EMP0228,Laura Johns,Bilgi Teknolojileri,Heller Plc,Sağlık & Spor,43.97,"Arcadia, SC",0,False,,0.0,1199158
TXN00459,2019-08-06 16:00:23,EMP0941,Julie Sanchez,Bilgi Teknolojileri,Bruen-Yost,Diğer,4.09,"Bowersville, OH",0,False,,0.0,503684
TXN00460,2020-06-08 13:12:58,EMP0811,Ashley Whitney,Bilgi Teknolojileri,Kihn-Fritsch,Temsil & Ağırlama,15.72,"Jones, AL",0,False,,0.0,1260640
TXN00461,2019-08-05 13:07:22,EMP0730,Lauren Anderson,Bilgi Teknolojileri,Auer Llc,Diğer,79.31,"Heart Butte, MT",0,False,,0.0,500467
TXN00462,2020-02-16 10:46:05,EMP0030,Amy Flynn,Tasarım & Kreatif,Reynolds-Schinner,Diğer,2.18,"Jaffrey, NH",0,False,,0.0,1003710
TXN00463,2019-12-31 18:56:56,EMP0860,Kristina Lewis,Genel,"Mclaughlin, Armstrong And Koepp",Seyahat,2.18,"Tulsa, OK",0,False,,0.0,924099
TXN00464,2019-06-12 06:07:18,EMP0478,Grace Williams,Bilgi Teknolojileri,Bins-Rice,Ulaşım,60.94,"Plantersville, AL",0,False,,0.0,347022
TXN00465,2019-08-27 18:31:47,EMP0014,Sherry Martinez,Bilgi Teknolojileri,Schimmel-Olson,Diğer,3.14,"Garrattsville, NY",0,False,,0.0,563232
TXN00466,2020-05-07 17:13:07,EMP0690,Matthew Russell,Sağlık,Waelchi-Wolf,Diğer,79.19,"June Lake, CA",0,False,,0.0,1179695
TXN00467,2019-11-03 13:11:45,EMP0810,Gary Barnes,Finans & Muhasebe,"Hagenes, Kohler And Hoppe",Temsil & Ağırlama,81.0,"Smackover, AR",0,False,,0.0,719362
TXN00468,2019-09-05 07:48:41,EMP0799,Samuel Johnston,Genel,Goodwin-Nitzsche,Ofis Malzemesi,57.03,"Birmingham, AL",0,False,,0.0,584939
TXN00469,2019-12-31 13:55:18,EMP0530,Sara Harris,Genel,Hammes-Beatty,Diğer,36.53,"Tupper Lake, NY",0,False,,0.0,923318
TXN00470,2019-10-01 09:59:03,EMP0948,Charles Moreno,Genel,"Lockman, West And Runte",Ofis Malzemesi,69.99,"Key West, FL",0,False,,0.0,645081
TXN00471,2020-02-05 03:09:45,EMP0195,Greg Villarreal,Genel,"Tromp, Kerluke And Glover",Ofis Malzemesi,48.7,"Schaefferstown, PA",0,False,,0.0,985088
TXN00472,2019-11-16 22:54:06,EMP0784,Wayne Payne,Bilgi Teknolojileri,Kulas Group,Sağlık & Spor,15.63,"Cuyahoga Falls, OH",0,False,,0.0,749276
